Group,Year,Source,Gear,Mesh,n,Age,Prop
LittleSusitna,2015,Escapement,Weir,NA,272,Age1.3,0.136
LittleSusitna,2016,Escapement,Weir,NA,375,Age1.3,0.5655655655655656
Ninilchik,1997,Escapement,Weir,NA,NA,Age1.3,0.855
Ninilchik,1998,Escapement,Weir,NA,NA,Age1.3,0.361
Ninilchik,1999,Escapement,Weir,NA,NA,Age1.3,0.467
Ninilchik,2000,Escapement,Weir,NA,NA,Age1.3,0.593
Ninilchik,2001,Escapement,Weir,NA,NA,Age1.3,0.415
Ninilchik,2002,Escapement,Weir,NA,NA,Age1.3,0.523
Ninilchik,2003,Escapement,Weir,NA,NA,Age1.3,0.6
Ninilchik,2004,Escapement,Weir,NA,NA,Age1.3,0.503
Ninilchik,2005,Escapement,Weir,NA,NA,Age1.3,0.682
Ninilchik,2006,Escapement,Weir,NA,NA,Age1.3,0.4
Ninilchik,2007,Escapement,Weir,NA,NA,Age1.3,0.545
Ninilchik,2008,Escapement,Weir,NA,NA,Age1.3,0.629
Ninilchik,2009,Escapement,Weir,NA,NA,Age1.3,0.309
Ninilchik,2010,Escapement,Weir,NA,NA,Age1.3,0.39
Ninilchik,2011,Escapement,Weir,NA,NA,Age1.3,0.711
Ninilchik,2012,Escapement,Weir,NA,NA,Age1.3,0.41441441441441434
Ninilchik,2013,Escapement,Weir,NA,NA,Age1.3,0.3656343656343657
Ninilchik,2014,Escapement,Weir,NA,NA,Age1.3,0.4265734265734265
Ninilchik,2015,Escapement,Weir,NA,NA,Age1.3,0.3443443443443443
Ninilchik,2016,Escapement,Weir,NA,NA,Age1.3,0.556
Ninilchik.Hatchery,1997,Escapement,Weir,NA,NA,Age1.3,0.45
Ninilchik.Hatchery,1998,Escapement,Weir,NA,NA,Age1.3,0.539
Ninilchik.Hatchery,1999,Escapement,Weir,NA,NA,Age1.3,0.33799999999999997
Ninilchik.Hatchery,2000,Escapement,Weir,NA,NA,Age1.3,0.608
Ninilchik.Hatchery,2001,Escapement,Weir,NA,NA,Age1.3,0.379
Ninilchik.Hatchery,2002,Escapement,Weir,NA,NA,Age1.3,0.466
Ninilchik.Hatchery,2003,Escapement,Weir,NA,NA,Age1.3,0.472
Ninilchik.Hatchery,2004,Escapement,Weir,NA,NA,Age1.3,0.628
Ninilchik.Hatchery,2005,Escapement,Weir,NA,NA,Age1.3,0.675
Ninilchik.Hatchery,2006,Escapement,Weir,NA,NA,Age1.3,0.223
Ninilchik.Hatchery,2007,Escapement,Weir,NA,NA,Age1.3,0.421
Ninilchik.Hatchery,2008,Escapement,Weir,NA,NA,Age1.3,0.458
Ninilchik.Hatchery,2009,Escapement,Weir,NA,NA,Age1.3,0.211
Ninilchik.Hatchery,2010,Escapement,Weir,NA,NA,Age1.3,0.29700000000000004
Ninilchik.Hatchery,2011,Escapement,Weir,NA,NA,Age1.3,0.687
Ninilchik.Hatchery,2012,Escapement,Weir,NA,NA,Age1.3,0.164
Ninilchik.Hatchery,2013,Escapement,Weir,NA,NA,Age1.3,0.05594405594405595
Ninilchik.Hatchery,2014,Escapement,Weir,NA,NA,Age1.3,0.033
Ninilchik.Hatchery,2015,Escapement,Weir,NA,NA,Age1.3,0.192
Ninilchik.Hatchery,2016,Escapement,Weir,NA,NA,Age1.3,0.21
NSN,1983,Commercial Harvest,Gill Net,< 6 in,41,Age1.3,0.415
NSN,1985,Commercial Harvest,Gill Net,< 6 in,40,Age1.3,0.358974358974359
NSN,1986,Commercial Harvest,Gill Net,< 6 in,900,Age1.3,0.4585481099656358
NSN,1987,Commercial Harvest,Gill Net,< 6 in,675,Age1.3,0.4607449393673945
NSN,1988,Commercial Harvest,Gill Net,< 6 in,477,Age1.3,0.303107552555245
NSN,1989,Commercial Harvest,Gill Net,< 6 in,672,Age1.3,0.336
NSN,1990,Commercial Harvest,Gill Net,< 6 in,707,Age1.3,0.41418105729561694
NSN,1991,Commercial Harvest,Gill Net,< 6 in,623,Age1.3,0.3500398865789134
NSN,1996,Commercial Harvest,Gill Net,< 6 in,82,Age1.3,0.375
NSN,1997,Commercial Harvest,Gill Net,< 6 in,98,Age1.3,0.5005005005005005
NSN,1998,Commercial Harvest,Gill Net,< 6 in,262,Age1.3,0.3319838056680162
NSN,1999,Commercial Harvest,Gill Net,< 6 in,200,Age1.3,0.4696969696969697
NSN,2000,Commercial Harvest,Gill Net,< 6 in,370,Age1.3,0.57
NSN,2014,Commercial Harvest,Gill Net,< 6 in,568,Age1.3,0.413
NSN,2015,Commercial Harvest,Gill Net,< 6 in,725,Age1.3,0.32400000000000007
NSN,2016,Commercial Harvest,Gill Net,< 6 in,1027,Age1.3,0.5630000000000001
Theodore,2012,Escapement,Weir,NA,247,Age1.3,0.271
Theodore,2013,Escapement,Weir,NA,192,Age1.3,0.5760000000000001
Theodore,2014,Escapement,Weir,NA,29,Age1.3,0.41400000000000003
Tyonek,2014,Subsistence Harvest,Gill Net,NA,136,Age1.3,0.37462537462537465
Tyonek,2015,Subsistence Harvest,Gill Net,NA,300,Age1.3,0.527
Tyonek,2016,Subsistence Harvest,Gill Net,NA,210,Age1.3,0.629
WSSN,1980,Commercial Harvest,Gill Net,< 6 in,NA,Age1.3,0.122
WSSN,1983,Commercial Harvest,Gill Net,< 6 in,330,Age1.3,0.38446014127144296
WSSN,1984,Commercial Harvest,Gill Net,< 6 in,225,Age1.3,0.3541876892028254
WSSN,1985,Commercial Harvest,Gill Net,< 6 in,308,Age1.3,0.3835616438356165
Alexander,2015,Escapement,Weir,NA,52,Age1.4,0.0385
Anchor,2003,Escapement,Weir,NA,NA,Age1.4,0.14
Anchor,2004,Escapement,Weir,NA,NA,Age1.4,0.21900000000000003
Anchor,2005,Escapement,Weir,NA,NA,Age1.4,0.189
Anchor,2006,Escapement,Weir,NA,NA,Age1.4,0.25
Anchor,2007,Escapement,Weir,NA,NA,Age1.4,0.241
Anchor,2008,Escapement,Weir,NA,NA,Age1.4,0.052052052052052045
Anchor,2009,Escapement,Weir,NA,NA,Age1.4,0.044
Anchor,2010,Escapement,Weir,NA,NA,Age1.4,0.056
Anchor,2011,Escapement,Weir,NA,NA,Age1.4,0.057
Anchor,2012,Escapement,Weir,NA,NA,Age1.4,0.045
Anchor,2013,Escapement,Weir,NA,NA,Age1.4,0.0470941883767535
Anchor,2014,Escapement,Weir,NA,NA,Age1.4,0.09090909090909091
Anchor,2015,Escapement,Weir,NA,NA,Age1.4,0.026
Anchor,2016,Escapement,Weir,NA,NA,Age1.4,0.047
Crooked,2004,Escapement,Weir,NA,561,Age1.4,0.1087344029
Crooked,2005,Escapement,Weir,NA,194,Age1.4,0.1701030928
Crooked,2006,Escapement,Weir,NA,91,Age1.4,0.1648351648
Crooked,2007,Escapement,Weir,NA,76,Age1.4,0.2894736842
Crooked,2008,Escapement,Weir,NA,73,Age1.4,0.1643835616
Crooked,2009,Escapement,Weir,NA,209,Age1.4,0.14354066988564593
Crooked,2010,Escapement,Weir,NA,134,Age1.4,0.17164179101716417
Crooked,2011,Escapement,Weir,NA,218,Age1.4,0.1788990826
Crooked,2012,Escapement,Weir,NA,259,Age1.4,0.12355212358764478
Crooked,2013,Escapement,Weir,NA,407,Age1.4,0.07616707617228502
Crooked,2014,Escapement,Weir,NA,447,Age1.4,0.07606263981847874
Crooked,2015,Escapement,Weir,NA,459,Age1.4,0.1154684096
Crooked,2016,Escapement,Weir,NA,293,Age1.4,0.04436860068088737
Crooked.Hatchery,2004,Escapement,Weir,NA,1056,Age1.4,0.009469696969337119
Crooked.Hatchery,2005,Escapement,Weir,NA,157,Age1.4,0.0700636942721019
Crooked.Hatchery,2006,Escapement,Weir,NA,96,Age1.4,0.04166666666708333
Crooked.Hatchery,2007,Escapement,Weir,NA,41,Age1.4,0.04878048780487805
Crooked.Hatchery,2008,Escapement,Weir,NA,31,Age1.4,0.06451612902806451
Crooked.Hatchery,2009,Escapement,Weir,NA,65,Age1.4,0.04615384615230769
Crooked.Hatchery,2010,Escapement,Weir,NA,25,Age1.4,0.04
Crooked.Hatchery,2011,Escapement,Weir,NA,74,Age1.4,0.04054054053837838
Crooked.Hatchery,2012,Escapement,Weir,NA,62,Age1.4,0.06451612902806451
Crooked.Hatchery,2013,Escapement,Weir,NA,50,Age1.4,0.04
Crooked.Hatchery,2014,Escapement,Weir,NA,228,Age1.4,0.008771929824780702
Crooked.Hatchery,2015,Escapement,Weir,NA,169,Age1.4,0.02366863905118343
Crooked.Hatchery,2016,Escapement,Weir,NA,423,Age1.4,0.009456264775236407
Deshka,1979,Sport Harvest,Angling,NA,297,Age1.4,0.33
Deshka,1980,Sport Harvest,Angling,NA,181,Age1.4,0.39
Deshka,1981,Sport Harvest,Angling,NA,159,Age1.4,0.33
Deshka,1982,Sport Harvest,Angling,NA,298,Age1.4,0.42574257425742573
Deshka,1983,Sport Harvest,Angling,NA,1329,Age1.4,0.33
Deshka,1984,Sport Harvest,Angling,NA,1463,Age1.4,0.36
Deshka,1986,Sport Harvest,Angling,NA,382,Age1.4,0.2697302697302697
Deshka,1987,Sport Harvest,Angling,NA,192,Age1.4,0.2871287128712871
Deshka,1988,Sport Harvest,Angling,NA,351,Age1.4,0.6
Deshka,1989,Sport Harvest,Angling,NA,307,Age1.4,0.4624624624624625
Deshka,1992,Sport Harvest,Angling,NA,105,Age1.4,0.37373737373737376
Deshka,1993,Sport Harvest,Angling,NA,152,Age1.4,0.32323232323232326
Deshka,1994,Sport Harvest,Angling,NA,116,Age1.4,0.4038657171922686
Deshka,1995,Escapement,Weir,NA,338,Age1.4,0.29870129870129875
Deshka,1996,Escapement,Weir,NA,383,Age1.4,0.13213213213213215
Deshka,1997,Escapement,Weir,NA,491,Age1.4,0.16733466933867736
Deshka,1998,Escapement,Weir,NA,319,Age1.4,0.2826747720364742
Deshka,1998,Sport Harvest,Angling,NA,383,Age1.4,0.47943831494483446
Deshka,1999,Escapement,Weir,NA,448,Age1.4,0.2552552552552553
Deshka,2000,Escapement,Weir,NA,466,Age1.4,0.101
Deshka,2001,Escapement,Weir,NA,543,Age1.4,0.271
Deshka,2002,Escapement,Weir,NA,558,Age1.4,0.156
Deshka,2003,Escapement,Weir,NA,488,Age1.4,0.13755020080321287
Deshka,2004,Escapement,Weir,NA,563,Age1.4,0.144
Deshka,2005,Escapement,Weir,NA,490,Age1.4,0.11800000000000001
Deshka,2006,Escapement,Weir,NA,488,Age1.4,0.219
Deshka,2007,Escapement,Weir,NA,232,Age1.4,0.189
Deshka,2008,Escapement,Weir,NA,266,Age1.4,0.4635364635364635
Deshka,2009,Escapement,Weir,NA,386,Age1.4,0.091
Deshka,2010,Escapement,Weir,NA,336,Age1.4,0.08608608608608609
Deshka,2011,Escapement,Weir,NA,348,Age1.4,0.069
Deshka,2012,Escapement,Weir,NA,289,Age1.4,0.15184815184815184
Deshka,2013,Escapement,Weir,NA,250,Age1.4,0.164
Deshka,2014,Escapement,Weir,NA,242,Age1.4,0.11988011988011989
Deshka,2015,Escapement,Weir,NA,336,Age1.4,0.128
ESSN,1983,Commercial Harvest,Gill Net,< 6 in,857,Age1.4,0.6639891107255922
ESSN,1984,Commercial Harvest,Gill Net,< 6 in,794,Age1.4,0.5428354378926973
ESSN,1985,Commercial Harvest,Gill Net,< 6 in,2370,Age1.4,0.4769854090922624
ESSN,1986,Commercial Harvest,Gill Net,< 6 in,1324,Age1.4,0.35287722194415905
ESSN,1987,Commercial Harvest,Gill Net,< 6 in,1212,Age1.4,0.4882714185039766
ESSN,1988,Commercial Harvest,Gill Net,< 6 in,870,Age1.4,0.6946557144305852
ESSN,1989,Commercial Harvest,Gill Net,< 6 in,854,Age1.4,0.5339747444377632
ESSN,1990,Commercial Harvest,Gill Net,< 6 in,429,Age1.4,0.3460056244141235
ESSN,1991,Commercial Harvest,Gill Net,< 6 in,446,Age1.4,0.39250432834300847
ESSN,1992,Commercial Harvest,Gill Net,< 6 in,688,Age1.4,0.5037097265982315
ESSN,1993,Commercial Harvest,Gill Net,< 6 in,992,Age1.4,0.5726166328600406
ESSN,1994,Commercial Harvest,Gill Net,< 6 in,1502,Age1.4,0.6280619042738547
ESSN,1995,Commercial Harvest,Gill Net,< 6 in,1508,Age1.4,0.3537091387511385
ESSN,1996,Commercial Harvest,Gill Net,< 6 in,2186,Age1.4,0.4330128860707711
ESSN,1997,Commercial Harvest,Gill Net,< 6 in,1691,Age1.4,0.4688719950688309
ESSN,1998,Commercial Harvest,Gill Net,< 6 in,911,Age1.4,0.3987946799667498
ESSN,1999,Commercial Harvest,Gill Net,< 6 in,1818,Age1.4,0.4373113302475347
ESSN,2000,Commercial Harvest,Gill Net,< 6 in,991,Age1.4,0.38233201179221304
ESSN,2001,Commercial Harvest,Gill Net,< 6 in,989,Age1.4,0.3252
ESSN,2002,Commercial Harvest,Gill Net,< 6 in,1224,Age1.4,0.2260616987179487
ESSN,2003,Commercial Harvest,Gill Net,< 6 in,678,Age1.4,0.18786359077231693
ESSN,2004,Commercial Harvest,Gill Net,< 6 in,1409,Age1.4,0.27667667667667667
ESSN,2005,Commercial Harvest,Gill Net,< 6 in,482,Age1.4,0.4790237999193223
ESSN,2006,Commercial Harvest,Gill Net,< 6 in,560,Age1.4,0.27191664161907625
ESSN,2007,Commercial Harvest,Gill Net,< 6 in,789,Age1.4,0.28581453634085213
ESSN,2008,Commercial Harvest,Gill Net,< 6 in,380,Age1.4,0.40775922407759224
ESSN,2009,Commercial Harvest,Gill Net,< 6 in,487,Age1.4,0.2198
ESSN,2010,Commercial Harvest,Gill Net,< 6 in,760,Age1.4,0.20116325711993582
ESSN,2011,Commercial Harvest,Gill Net,< 6 in,1187,Age1.4,0.3530177159443499
ESSN,2012,Commercial Harvest,Gill Net,< 6 in,167,Age1.4,0.359
ESSN,2013,Commercial Harvest,Gill Net,< 6 in,664,Age1.4,0.18618618618618615
ESSN,2014,Commercial Harvest,Gill Net,< 6 in,459,Age1.4,0.2092092092092092
ESSN,2015,Commercial Harvest,Gill Net,< 6 in,631,Age1.4,0.238
ESSN,2016,Commercial Harvest,Gill Net,< 6 in,809,Age1.4,0.267
Kenai.Late,1986,Escapement,Gill Net,7 in,1650,Age1.4,0.3965
Kenai.Late,1986,Sport Harvest,Angling,NA,524,Age1.4,0.4523
Kenai.Late,1987,Escapement,Gill Net,7 in,962,Age1.4,0.6881
Kenai.Late,1987,Sport Harvest,Angling,NA,438,Age1.4,0.7267
Kenai.Late,1988,Escapement,Gill Net,7 in,942,Age1.4,0.776977697769777
Kenai.Late,1988,Sport Harvest,Angling,NA,426,Age1.4,0.786021397860214
Kenai.Late,1989,Escapement,Gill Net,7 in,664,Age1.4,0.6487648764876488
Kenai.Late,1989,Sport Harvest,Angling,NA,104,Age1.4,0.7129
Kenai.Late,1990,Escapement,Gill Net,7 in,528,Age1.4,0.6861313868613138
Kenai.Late,1990,Sport Harvest,Angling,NA,341,Age1.4,0.6216378362163784
Kenai.Late,1991,Escapement,Gill Net,7 in,363,Age1.4,0.6957
Kenai.Late,1991,Sport Harvest,Angling,NA,472,Age1.4,0.7623
Kenai.Late,1992,Escapement,Gill Net,7 in,341,Age1.4,0.7507
Kenai.Late,1992,Sport Harvest,Angling,NA,402,Age1.4,0.7612
Kenai.Late,1993,Escapement,Gill Net,7 in,350,Age1.4,0.7171717171717171
Kenai.Late,1993,Sport Harvest,Angling,NA,689,Age1.4,0.8562143785621438
Kenai.Late,1994,Escapement,Gill Net,7 in,414,Age1.4,0.7826
Kenai.Late,1994,Sport Harvest,Angling,NA,434,Age1.4,0.907890789078908
Kenai.Late,1995,Escapement,Gill Net,7 in,207,Age1.4,0.5048495150484952
Kenai.Late,1995,Sport Harvest,Angling,NA,435,Age1.4,0.7126
Kenai.Late,1996,Escapement,Gill Net,7 in,470,Age1.4,0.5736
Kenai.Late,1996,Sport Harvest,Angling,NA,235,Age1.4,0.5513
Kenai.Late,1997,Escapement,Gill Net,7 in,289,Age1.4,0.7197
Kenai.Late,1997,Sport Harvest,Angling,NA,317,Age1.4,0.7192719271927193
Kenai.Late,1998,Escapement,Gill Net,7 in,374,Age1.4,0.6783321667833216
Kenai.Late,1998,Sport Harvest,Angling,NA,331,Age1.4,0.71
Kenai.Late,1999,Escapement,Gill Net,7 in,386,Age1.4,0.6088
Kenai.Late,1999,Sport Harvest,Angling,NA,320,Age1.4,0.572
Kenai.Late,2000,Escapement,Gill Net,7 in,383,Age1.4,0.6214
Kenai.Late,2000,Sport Harvest,Angling,NA,483,Age1.4,0.6385
Kenai.Late,2001,Escapement,Gill Net,7 in,256,Age1.4,0.662
Kenai.Late,2001,Sport Harvest,Angling,NA,388,Age1.4,0.6964
Kenai.Late,2002,Escapement,Gill Net,5 in,381,Age1.4,0.5890589058905891
Kenai.Late,2002,Escapement,Gill Net,7 in,564,Age1.4,0.5890589058905891
Kenai.Late,2002,Sport Harvest,Angling,NA,275,Age1.4,0.6762
Kenai.Late,2003,Escapement,Gill Net,5 in,455,Age1.4,0.4480551944805519
Kenai.Late,2003,Escapement,Gill Net,7 in,659,Age1.4,0.5173
Kenai.Late,2003,Sport Harvest,Angling,NA,311,Age1.4,0.6402000000000001
Kenai.Late,2004,Escapement,Gill Net,5 in,333,Age1.4,0.6071607160716072
Kenai.Late,2004,Escapement,Gill Net,7 in,600,Age1.4,0.5789578957895789
Kenai.Late,2004,Sport Harvest,Angling,NA,305,Age1.4,0.593
Kenai.Late,2005,Escapement,Gill Net,5 in,218,Age1.4,0.7005299470052995
Kenai.Late,2005,Escapement,Gill Net,7 in,302,Age1.4,0.707
Kenai.Late,2005,Sport Harvest,Angling,NA,429,Age1.4,0.761
Kenai.Late,2006,Escapement,Gill Net,5 in,294,Age1.4,0.455
Kenai.Late,2006,Escapement,Gill Net,7 in,409,Age1.4,0.5253
Kenai.Late,2006,Sport Harvest,Angling,NA,313,Age1.4,0.6025
Kenai.Late,2007,Escapement,Gill Net,5 in,150,Age1.4,0.4026402640264027
Kenai.Late,2007,Escapement,Gill Net,7 in,288,Age1.4,0.44486844747941356
Kenai.Late,2007,Sport Harvest,Angling,NA,237,Age1.4,0.5204479552044795
Kenai.Late,2008,Escapement,Gill Net,5 in,217,Age1.4,0.5846
Kenai.Late,2008,Escapement,Gill Net,7 in,279,Age1.4,0.6487
Kenai.Late,2008,Sport Harvest,Angling,NA,218,Age1.4,0.5874
Kenai.Late,2009,Escapement,Gill Net,5 in,145,Age1.4,0.5108489151084892
Kenai.Late,2009,Escapement,Gill Net,7 in,193,Age1.4,0.5751
Kenai.Late,2009,Sport Harvest,Angling,NA,195,Age1.4,0.6105
Kenai.Late,2010,Escapement,Gill Net,5 in,84,Age1.4,0.36906309369063095
Kenai.Late,2010,Escapement,Gill Net,7 in,137,Age1.4,0.35036496350364965
Kenai.Late,2010,Sport Harvest,Angling,NA,184,Age1.4,0.37996200379962003
Kenai.Late,2011,Escapement,Gill Net,5 in,153,Age1.4,0.4621
Kenai.Late,2011,Escapement,Gill Net,7 in,174,Age1.4,0.4655
Kenai.Late,2011,Sport Harvest,Angling,NA,233,Age1.4,0.5794
Kenai.Late,2012,Escapement,Gill Net,5 in,92,Age1.4,0.4348
Kenai.Late,2012,Escapement,Gill Net,7 in,140,Age1.4,0.4500450045004501
Kenai.Late,2013,Escapement,Gill Net,5 in,49,Age1.4,0.3933
Kenai.Late,2013,Escapement,Gill Net,7 in,101,Age1.4,0.45544554455445546
Kenai.Late,2013,Sport Harvest,Angling,NA,50,Age1.4,0.42950000000000005
Kenai.Late,2014,Escapement,Gill Net,5 in,145,Age1.4,0.43600000000000005
Kenai.Late,2014,Escapement,Gill Net,7 in,138,Age1.4,0.3478
Kenai.Late,2014,Sport Harvest,Angling,NA,30,Age1.4,0.333
Kenai.Late,2015,Escapement,Gill Net,5 in,124,Age1.4,0.2525
Kenai.Late,2015,Escapement,Gill Net,7 in,114,Age1.4,0.3246
Kenai.Late,2015,Sport Harvest,Angling,NA,117,Age1.4,0.3014112903225807
Kenai.Late,2016,Sport Harvest,Angling,NA,189,Age1.4,0.259
Lewis,2012,Escapement,Weir,NA,71,Age1.4,0.089
LittleSusitna,1988,Escapement,Weir,NA,375,Age1.4,0.733
LittleSusitna,1989,Escapement,Weir,NA,368,Age1.4,0.7477477477477478
LittleSusitna,1994,Escapement,Weir,NA,499,Age1.4,0.6396396396396397
LittleSusitna,1995,Escapement,Weir,NA,475,Age1.4,0.5025432349949135
LittleSusitna,2013,Escapement,Weir,NA,242,Age1.4,0.1997981836528759
LittleSusitna,2014,Escapement,Weir,NA,108,Age1.4,0.139
LittleSusitna,2015,Escapement,Weir,NA,272,Age1.4,0.125
LittleSusitna,2016,Escapement,Weir,NA,375,Age1.4,0.0800800800800801
Ninilchik,1997,Escapement,Weir,NA,NA,Age1.4,0.045
Ninilchik,1998,Escapement,Weir,NA,NA,Age1.4,0.289
Ninilchik,1999,Escapement,Weir,NA,NA,Age1.4,0.169
Ninilchik,2000,Escapement,Weir,NA,NA,Age1.4,0.279
Ninilchik,2001,Escapement,Weir,NA,NA,Age1.4,0.17
Ninilchik,2002,Escapement,Weir,NA,NA,Age1.4,0.056
Ninilchik,2003,Escapement,Weir,NA,NA,Age1.4,0.12
Ninilchik,2004,Escapement,Weir,NA,NA,Age1.4,0.287
Ninilchik,2005,Escapement,Weir,NA,NA,Age1.4,0.074
Ninilchik,2006,Escapement,Weir,NA,NA,Age1.4,0.207
Ninilchik,2007,Escapement,Weir,NA,NA,Age1.4,0.152
Ninilchik,2008,Escapement,Weir,NA,NA,Age1.4,0.111
Ninilchik,2009,Escapement,Weir,NA,NA,Age1.4,0.041
Ninilchik,2010,Escapement,Weir,NA,NA,Age1.4,0.046
Ninilchik,2011,Escapement,Weir,NA,NA,Age1.4,0.099
Ninilchik,2012,Escapement,Weir,NA,NA,Age1.4,0.06206206206206206
Ninilchik,2013,Escapement,Weir,NA,NA,Age1.4,0.020979020979020983
Ninilchik,2014,Escapement,Weir,NA,NA,Age1.4,0.005994005994005993
Ninilchik,2015,Escapement,Weir,NA,NA,Age1.4,0.03303303303303304
Ninilchik,2016,Escapement,Weir,NA,NA,Age1.4,0.012
Ninilchik.Hatchery,1997,Escapement,Weir,NA,NA,Age1.4,0.083
Ninilchik.Hatchery,1998,Escapement,Weir,NA,NA,Age1.4,0.085
Ninilchik.Hatchery,1999,Escapement,Weir,NA,NA,Age1.4,0.10199999999999997
Ninilchik.Hatchery,2000,Escapement,Weir,NA,NA,Age1.4,0.079
Ninilchik.Hatchery,2001,Escapement,Weir,NA,NA,Age1.4,0.126
Ninilchik.Hatchery,2002,Escapement,Weir,NA,NA,Age1.4,0.01
Ninilchik.Hatchery,2003,Escapement,Weir,NA,NA,Age1.4,0.014
Ninilchik.Hatchery,2004,Escapement,Weir,NA,NA,Age1.4,0.035
Ninilchik.Hatchery,2005,Escapement,Weir,NA,NA,Age1.4,0.073
Ninilchik.Hatchery,2006,Escapement,Weir,NA,NA,Age1.4,0.121
Ninilchik.Hatchery,2007,Escapement,Weir,NA,NA,Age1.4,0
Ninilchik.Hatchery,2008,Escapement,Weir,NA,NA,Age1.4,0.031
Ninilchik.Hatchery,2009,Escapement,Weir,NA,NA,Age1.4,0.009
Ninilchik.Hatchery,2010,Escapement,Weir,NA,NA,Age1.4,0.03300000000000001
Ninilchik.Hatchery,2011,Escapement,Weir,NA,NA,Age1.4,0
Ninilchik.Hatchery,2012,Escapement,Weir,NA,NA,Age1.4,0
Ninilchik.Hatchery,2013,Escapement,Weir,NA,NA,Age1.4,0
Ninilchik.Hatchery,2014,Escapement,Weir,NA,NA,Age1.4,0
Ninilchik.Hatchery,2015,Escapement,Weir,NA,NA,Age1.4,0
Ninilchik.Hatchery,2016,Escapement,Weir,NA,NA,Age1.4,0
NSN,1983,Commercial Harvest,Gill Net,< 6 in,41,Age1.4,0.365
NSN,1985,Commercial Harvest,Gill Net,< 6 in,40,Age1.4,0.3076923076923077
NSN,1986,Commercial Harvest,Gill Net,< 6 in,900,Age1.4,0.25864475945017185
NSN,1987,Commercial Harvest,Gill Net,< 6 in,675,Age1.4,0.32554812526165067
NSN,1988,Commercial Harvest,Gill Net,< 6 in,477,Age1.4,0.5378650857693241
NSN,1989,Commercial Harvest,Gill Net,< 6 in,672,Age1.4,0.4085
NSN,1990,Commercial Harvest,Gill Net,< 6 in,707,Age1.4,0.3794345319481517
NSN,1991,Commercial Harvest,Gill Net,< 6 in,623,Age1.4,0.3581942398232789
NSN,1996,Commercial Harvest,Gill Net,< 6 in,82,Age1.4,0.22540983606557377
NSN,1997,Commercial Harvest,Gill Net,< 6 in,98,Age1.4,0.21421421421421422
NSN,1998,Commercial Harvest,Gill Net,< 6 in,262,Age1.4,0.2236842105263158
NSN,1999,Commercial Harvest,Gill Net,< 6 in,200,Age1.4,0.12121212121212122
NSN,2000,Commercial Harvest,Gill Net,< 6 in,370,Age1.4,0.224
NSN,2014,Commercial Harvest,Gill Net,< 6 in,568,Age1.4,0.231
NSN,2015,Commercial Harvest,Gill Net,< 6 in,725,Age1.4,0.08900000000000001
NSN,2016,Commercial Harvest,Gill Net,< 6 in,1027,Age1.4,0.07600000000000001
Theodore,2012,Escapement,Weir,NA,247,Age1.4,0.073
Theodore,2013,Escapement,Weir,NA,192,Age1.4,0.09800000000000002
Theodore,2014,Escapement,Weir,NA,29,Age1.4,0.24100000000000002
Tyonek,2014,Subsistence Harvest,Gill Net,NA,136,Age1.4,0.3236763236763237
Tyonek,2015,Subsistence Harvest,Gill Net,NA,300,Age1.4,0.117
Tyonek,2016,Subsistence Harvest,Gill Net,NA,210,Age1.4,0.133
WSSN,1980,Commercial Harvest,Gill Net,< 6 in,NA,Age1.4,0.681
WSSN,1983,Commercial Harvest,Gill Net,< 6 in,330,Age1.4,0.4106962663975781
WSSN,1984,Commercial Harvest,Gill Net,< 6 in,225,Age1.4,0.4399596367305752
WSSN,1985,Commercial Harvest,Gill Net,< 6 in,308,Age1.4,0.4235159817351598
Alexander,2015,Escapement,Weir,NA,52,Age1.5,0
Anchor,2003,Escapement,Weir,NA,NA,Age1.5,0
Anchor,2004,Escapement,Weir,NA,NA,Age1.5,0
Anchor,2005,Escapement,Weir,NA,NA,Age1.5,0
Anchor,2006,Escapement,Weir,NA,NA,Age1.5,0
Anchor,2007,Escapement,Weir,NA,NA,Age1.5,0
Anchor,2008,Escapement,Weir,NA,NA,Age1.5,0
Anchor,2009,Escapement,Weir,NA,NA,Age1.5,0
Anchor,2010,Escapement,Weir,NA,NA,Age1.5,0
Anchor,2011,Escapement,Weir,NA,NA,Age1.5,0
Anchor,2012,Escapement,Weir,NA,NA,Age1.5,0
Anchor,2013,Escapement,Weir,NA,NA,Age1.5,0
Anchor,2014,Escapement,Weir,NA,NA,Age1.5,0
Anchor,2015,Escapement,Weir,NA,NA,Age1.5,0
Anchor,2016,Escapement,Weir,NA,NA,Age1.5,0
Crooked,2004,Escapement,Weir,NA,561,Age1.5,0
Crooked,2005,Escapement,Weir,NA,194,Age1.5,0
Crooked,2006,Escapement,Weir,NA,91,Age1.5,0
Crooked,2007,Escapement,Weir,NA,76,Age1.5,0
Crooked,2008,Escapement,Weir,NA,73,Age1.5,0
Crooked,2009,Escapement,Weir,NA,209,Age1.5,0
Crooked,2010,Escapement,Weir,NA,134,Age1.5,0
Crooked,2011,Escapement,Weir,NA,218,Age1.5,0
Crooked,2012,Escapement,Weir,NA,259,Age1.5,0
Crooked,2013,Escapement,Weir,NA,407,Age1.5,0
Crooked,2014,Escapement,Weir,NA,447,Age1.5,0
Crooked,2015,Escapement,Weir,NA,459,Age1.5,0
Crooked,2016,Escapement,Weir,NA,293,Age1.5,0
Crooked.Hatchery,2004,Escapement,Weir,NA,1056,Age1.5,0
